name,ratings,reviews,price,city,stay
Shangrila by Craftels,8.7,Good,30,Goa,2
Royal Wood Beach Resort,6.1,Very good,107,Goa,2
Flagship Dewa Goa Hotel Near Dabolim Airport,7.3,Good,58,Goa,2
Brendons Goa,8.1,Superb,84,Goa,2
Fenicia Riverside Resort,6.6,Review score,199,Goa,2
BSG Stay Calangute Beach Road Goa Hotel,3.3,Good,42,Goa,2
Arya Cottages,5.8,Very good,60,Goa,2
Durga Resort Arambol Goa,7.6,Good,24,Goa,2
Flagship Neelratna,6.5,Fabulous,49,Goa,2
The Island Sanctuary - A Village Secret,8.1,Review score,102,Goa,2
Arabian Sea Beach Resort,6.7,Superb,87,Goa,2
Francisco sun shine beach front,2.2,Fabulous,49,Goa,2
Morjim Sunset Hotel,8.8,Review score,58,Goa,2
TURQUOIISE House,6.1,Exceptional,41,Goa,2
"Whoopers Boutique Hotel, Anjuna",8.5,Good,17,Goa,2
Coastal Suites Apartment Hotel 900 Meters from beach,8.9,Very good,89,Goa,2
4BHK Private Pool villa in North Goa and Kayaking nearby!!,8.0,Good,193,Goa,2
La Ben Resort,10.0,Superb,87,Goa,2
Hotel The GR Managed By The Four Season - Close to Candolim Beach,9.0,Review score,95,Goa,4
Zulu Land cottages - near Curlies beach shack and shiva valley - Anjuna beach,7.3,Good,162,Goa,4
Storii By ITC Hotels Moira Riviera,8.5,Very good,994,Goa,4
Lamrin Ucassaim Goa A 18th Century Portuguese Villa,4.0,Good,416,Goa,4
The Four Season Hotel & Cottage By GR,8.3,Very good,90,Goa,4
"TATA Rio De Goa - Resort style apt,6 KM from Airport",6.8,Good,153,Goa,4
"Golden Rice Inn Candolim, North Goa - Near to Beach",7.4,Very good,104,Goa,4
FabEscape Bay Boutique,8.4,Review score,145,Goa,4
Antarim Resort,7.8,Review score,322,Goa,4
Omkar wellness inn,5.3,Exceptional,125,Goa,4
Hotel Casa De Patio,8.1,Review score,117,Goa,4
Caravela Beach Resort,3.3,Fabulous,"1,586",Goa,4
Skon Morjim Beach Resort by Orion Hotels,7.8,Good,164,Goa,4
Aaria Hills,5.3,Fabulous,163,Goa,4
Siolim Suites,7.7,Review score,241,Goa,4
Arize You Home,7.1,Good,99,Goa,4
"Aralea Beach Resort By Stone Wood, Morjim",8.1,Very good,337,Goa,4
Coco Goa Resort & Apartments,9.3,Review score,110,Goa,4
juSTa Morjim Beach Resort Goa - 80 Steps from Morjim Beach,6.9,Review score,292,Goa,4
Relax Holiday Home,8.9,Review score,105,Goa,4
"Whoopers Boutique Hotel, Anjuna",7.8,Good,34,Goa,4
"Taj Cidade de Goa Horizon, Goa",7.9,Review score,928,Goa,4
Hyatt Place Goa Candolim,7.6,Very good,450,Goa,4
Pappi Chulo Morjim,6.0,Review score,26,Goa,4
Godwill Casa Varca,7.1,Review score,84,Goa,4
Crystall Goa Emerald Edition,8.2,Fabulous,385,Goa,4
Fairfield by Marriott Goa Calangute,7.1,Review score,314,Goa,4
FabHotel Morjim Bliss,7.9,Very good,134,Goa,4
Casa Anjuna,8.5,Fabulous,417,Goa,4
The HQ,7.8,Very good,167,Goa,4
Nanu Beach Resort & Spa,8.5,Exceptional,303,Goa,4
Tridiva Morjim 160 Meters to Morjim Beach,7.5,Superb,187,Goa,4
Country Inn Tarika Goa Varca Beach,8.0,Good,308,Goa,4
Sandbanks Beach Resort,7.8,Very good,250,Goa,4
Coconut Creek Resort - Dabolim Airport,8.0,Review score,650,Goa,4
"The Hosteller Goa, Arpora",8.7,Very good,42,Goa,4
"Le Meridien Goa, Calangute",8.1,Review score,467,Goa,4
"The Postcard Hideaway, Netravali Wildlife Sanctuary, Goa",7.9,Good,976,Goa,4
"ROOTSVILLA VAGATOR - Longstays, Coworking Backpacker's Hostel",8.1,Very good,30,Goa,4
Samara Wellness Hotel,7.6,Good,163,Goa,4
"Fortune Resort Benaulim, Goa - Member ITC's Hotel Group",8.6,Review score,423,Goa,4
FabHotel Don Hill Beach Resort,9.2,Very good,145,Goa,4
Alila Diwa Goa - A Hyatt Brand,7.8,Review score,"1,359",Goa,4
The Bay Agonda,8.4,Good,313,Goa,4
Riva Beach Resort,5.7,Review score,292,Goa,4
FabHotel Shakti Palace,8.3,Good,95,Goa,4
U.R.D.Ki Hostel,8.2,Good,31,Goa,4
"Vivanta Goa, Panaji",8.8,Very good,455,Goa,4
DoubleTree by Hilton Goa - Panaji,9.3,Superb,940,Goa,4
"Ginger Madgaon, Goa",8.7,Review score,120,Goa,4
Dia BNB,8.0,Fabulous,102,Goa,4
Alvorada Resort-3 Star Resort In Baga,7.8,Good,292,Goa,4
Pappi Chulo Vagator,8.0,Good,45,Goa,4
"Sandbanks Beach Villas, Morjim",7.2,Good,238,Goa,4
Jungle by sturmfrei Vagator,8.8,Review score,29,Goa,4
Cozywoods Hill Resort,8.3,Good,133,Goa,4
Hotel Plaza Inn by Rio,8.6,Very good,157,Goa,4
"FabExpress Coco Goa Resort With Pool, Arpora",8.6,Good,125,Goa,4
"Amoravida By 7 Apple Resorts, Goa",8.1,Good,283,Goa,4
Kiara Hotel Goa,9.5,Very good,47,Goa,4
Hard Rock Hotel Goa,8.5,Good,405,Goa,4
Seashell Suites and Villas,8.0,Very good,"1,270",Goa,4
Martins Crest,7.7,Good,169,Goa,4
"The Westin Goa, Anjuna",8.6,Very good,759,Goa,4
"FabHotel K7 Trends With Pool, Baga Beach",8.8,Good,139,Goa,4
FabExpress Amrut Comforts Suites,7.7,Very good,117,Goa,4
O Camarao,9.3,Fabulous,109,Goa,4
Beach Street Eco Resort & Spa,8.7,Very good,229,Goa,4
Goa Villagio Resort & Spa - A unit of IHM,7.1,Good,191,Goa,4
Park Inn by Radisson Goa Candolim,7.4,Very good,410,Goa,4
Tata Housing -Garden & pool view-6KM from Airport,7.9,Good,241,Goa,4
Aaria Residency,7.5,Fabulous,188,Goa,4
OYO Flagship Clausil Inn Near Immaculate Conception Church,7.6,Superb,81,Goa,4
BaywoodGoa,7.4,Good,223,Goa,4
Treebo Trend Green Park,7.8,Very good,88,Goa,4
Aaria Residency,6.3,Review score,188,Goa,4
OYO Flagship Clausil Inn Near Immaculate Conception Church,7.9,Very good,81,Goa,4
BaywoodGoa,7.5,Very good,223,Goa,4
Treebo Trend Green Park,7.6,Fabulous,88,Goa,4
Lotus & Orchid Villas by Ramnath Homes,7.2,Superb,"1,007",Goa,4
Royale Assagao Resort,7.4,Fabulous,118,Goa,4
The Acacia Morjim,7.8,Very good,218,Goa,4
Shivam Resort -Close to Calangute Beach,7.9,Good,79,Goa,4
3102bce - A Vedic Resort,7.2,Very good,311,Goa,4
Calangute Beach Corner,7.4,Good,81,Goa,4
Boshan Hotels,8.9,Fabulous,208,Goa,4
"The Unallome, Morjim",8.2,Very good,122,Goa,4
Madpackers Goa,5.4,Fabulous,42,Goa,4
Treebo Trend Lands End Beach Resort Morjim,7.9,Fabulous,131,Goa,4
"Nanu Resort, Arambol",7.1,Very good,290,Goa,4
"Golden Tulip Candolim, Goa",8.4,Exceptional,540,Goa,4
The Artist Cottages,8.1,Very good,276,Goa,4
"The Boho, Vagator Beach Goa Near Thalassa",7.8,Very good,209,Goa,4
The Astor - All Suites Hotel Candolim Goa,7.5,Good,596,Goa,4
Baba Hostel by La Voglia,8.5,Fabulous,21,Goa,4
"Resort The Lohias, Goa Candolim",8.5,Fabulous,282,Goa,4
Holiday Inn Goa Candolim,7.1,Good,394,Goa,4
Anahata Retreat Sea Front Resort Ashvem,9.1,Superb,626,Goa,4
Bhakti Kutir,7.4,Fabulous,48,Goa,4
Fiesta Beach Resort,9.8,Good,617,Goa,4
"The Boho, Vagator Beach Goa Near Thalassa",6.6,Good,209,Goa,4
The Astor - All Suites Hotel Candolim Goa,7.6,Good,596,Goa,4
Baba Hostel by La Voglia,6.8,Good,21,Goa,4
"Resort The Lohias, Goa Candolim",8.5,Good,282,Goa,4
Holiday Inn Goa Candolim,6.7,Good,394,Goa,4
Anahata Retreat Sea Front Resort Ashvem,6.9,Good,626,Goa,4
Habitus - Mandrem,8.7,Review score,266,Goa,4
Aiden by best Western Vagator Goa,9.1,Good,313,Goa,4
Bhakti Kutir,7.9,Good,48,Goa,4
Fiesta Beach Resort,8.5,Good,617,Goa,4
Calangute Turista,6.9,Good,142,Goa,4
"Country Inn & Suites by Radisson, Goa Candolim",9.3,Good,361,Goa,4
Sea Front Cottage Little Khola,7.9,Good,218,Goa,4
Sea View Resort,7.5,Good,217,Goa,4
WTF My House,8.1,Good,87,Goa,4
Oceans 7 Ashwem,8.1,Good,198,Goa,4
"White Woods Resort, Morjim",9.3,Fabulous,184,Goa,4
Luxury Villa Diva Goa,9.3,Very good,361,Goa,4
Treebo Trend Morjim Banyan Resort,8.2,Review score,139,Goa,4
Sunset & Waves Resort,7.8,Good,178,Goa,4
The Center Court Resort & Spa,8.1,Good,163,Goa,4
Sun & Sand,7.0,Very good,125,Goa,4
"FabExpress Laxmi Empire, Siolim",9.0,Very good,99,Goa,4
Resort Terra Paraiso,8.1,Good,257,Goa,4
Ourem Palace,8.6,Good,162,Goa,4
Little India Beach Cottages,7.6,Very good,251,Goa,4
Carina Beach Resort - 10mins walk to Benaulim Beach,8.8,Very good,157,Goa,4
"Whoopers Party Hostel, Palolem",7.6,Good,26,Goa,4
The Park Calangute Goa,7.3,Superb,382,Goa,4
FabExpress Peacock Suites,8.6,Good,67,Goa,4
Aravind Residency Calangute,9.3,Exceptional,50,Goa,4
FabEscape Vagator Retreat Resort With Swimming Pool,7.9,Review score,122,Goa,4
"The Fern Residency Calangute-Baga, Goa",7.4,Good,198,Goa,4
Baga Apartments Goa,9.1,Review score,118,Goa,4
BloomSuites l Calangute,8.2,Very good,315,Goa,4
"Azora by Ayatana, Goa",8.1,Review score,482,Goa,4
Collection O Morjim Sea Wave,8.3,Review score,84,Goa,4
Soul Vacation Resort,8.4,Fabulous,463,Goa,4
I Love Bell Bottoms Vagator Goa,7.8,Superb,228,Goa,4
"Porto , Vagator beach , goa",8.8,Good,132,Goa,4
God's Gift Morjim,8.6,Very good,121,Goa,4
Granpa's Inn Hotel Bougainvillea,7.5,Review score,210,Goa,4
FabHotel Supreme,7.0,Superb,195,Goa,4
Brit's Palace Goa,6.5,Good,86,Goa,4
Madrid Home 2 min walk to Beach,9.3,Good,70,Goa,4
Lavish Apartments with Swimming Pool near Candolim Beach,7.7,Very good,198,Goa,4
Jes Guest House,7.9,Very good,72,Goa,4
Whoopers hostel Palolem,7.1,Superb,25,Goa,4
Ronnie's Studio Apartment,7.4,Superb,169,Goa,4
Nirvana Hill Resort,7.7,Very good,428,Goa,4
Collection O Morjim Sea Wave,5.5,Good,84,Goa,4
Soul Vacation Resort,8.5,Very good,463,Goa,4
I Love Bell Bottoms Vagator Goa,7.3,Good,228,Goa,4
"Porto , Vagator beach , goa",6.1,Superb,132,Goa,4
God's Gift Morjim,8.0,Very good,121,Goa,4
FabHotel Supreme,8.2,Fabulous,195,Goa,4
Brit's Palace Goa,7.1,Good,86,Goa,4
Madrid Home 2 min walk to Beach,8.6,Fabulous,70,Goa,4
Lavish Apartments with Swimming Pool near Candolim Beach,7.2,Good,198,Goa,4
Jes Guest House,9.1,Good,72,Goa,4
Whoopers hostel Palolem,7.3,Fabulous,25,Goa,4
Relax Holiday Home,8.2,Superb,105,Goa,4
Agonda Paradise,8.8,Good,193,Goa,4
Fieldstone Lovely 2 BHK AC Apartment,3.0,Good,145,Goa,4
La Cabana Beach & Spa,7.3,Superb,444,Goa,4
Feather Touch Hotels and Resorts Palolem,5.9,Very good,188,Goa,4
The Regalia Resort,5.5,Very good,260,Goa,4
THE MUSAFIR HOSTEL,7.4,Very good,19,Goa,4
"Aguada Anchorage - The Villa Resort, Candolim",5.5,Very good,578,Goa,4
Alexmarie Guest house 5 min to candolim Beach,8.7,Good,64,Goa,4
Tropical Bay,7.7,Fabulous,27,Goa,4
Footloose Hostel,6.3,Fabulous,19,Goa,4
Stays4you,7.3,Good,169,Goa,4
GR Stays - Duplex 3bhk Villa With Pool Arpora I Baga Beach 5 mins,7.7,Good,459,Goa,4
"Goan Heritage Villa near Baga & Calangute, free parking & Wi-Fi",9.4,Review score,162,Goa,4
Beach Walk Resort,8.0,Superb,112,Goa,4
Itsy By Treebo - La Prince Residency,7.9,Good,73,Goa,4
Athi Resorts,8.9,Good,277,Goa,4
TGF Dream Guest House,8.4,Good,87,Goa,4
Country Inn Panjim Goa,9.0,Good,146,Goa,4
"Lillywoods Zac Beach Resort, Calangute",8.9,Good,356,Goa,4
Godwill Kimo Guest house Seraulim,8.7,Review score,60,Goa,4
Somy Plaza Calangute Goa - Formerly Somy Resort,8.6,Very good,229,Goa,4
Super OYO Coco Heritage Resort,8.8,Good,111,Goa,4
Amber Rooms,8.3,Review score,129,Goa,4
Bibhitaki Hostels Palolem Beach,7.4,Very good,32,Goa,4
Small Daddy Baga Beach,6.9,Very good,52,Goa,4
Oceano Beach Resort,8.6,Good,246,Goa,4
HOTEL SUPREME (VASCO),7.8,Fabulous,134,Goa,4
"FabHotel Royal Mirage With Pool & GYM, Candolim Beach",4.6,Good,139,Goa,4
Pousada Donaciana,6.4,Superb,154,Goa,4
"FabHotel Casa Kiara With Pool Side Bar, Calangute",7.7,Good,185,Goa,4
Sonesta Inns - Candolim,7.7,Very good,501,Goa,4
"Fig House Anjuna-Chapora Road , Siolim 1BHK Suite",6.9,Fabulous,182,Goa,4
Moustache Goa Luxuria,8.6,Review score,46,Goa,4
Stay Goa,8.0,Good,77,Goa,4
Casa De Goa - Boutique Resort - Calangute,7.2,Review score,206,Goa,4
Tranquilo Arambol,7.2,Review score,26,Goa,4
Sharayu One,7.0,Good,120,Goa,4
Hotel Priti International,7.1,Review score,69,Goa,4
Azaya Beach Resort Goa,7.3,Fabulous,858,Goa,4
The Singing Tree,8.4,Good,117,Goa,4
Larisa Beach Resort,7.5,Review score,567,Goa,4
Shikara Beach Resort,6.8,Good,272,Goa,4
Aloha Holiday Resort,7.4,Good,229,Goa,4
"SHANKAR by the SEA, 2 min from Mandrem Beach",8.8,Superb,82,Goa,4
"Golden Sands Resort, Morjim",5.0,Very good,172,Goa,4
BunkNBrew,7.9,Good,27,Goa,4
Sai Guru Guest House,4.7,Fabulous,67,Goa,4
"4BHK villa with pool and terrace, 8 mins from beach",7.4,Very good,735,Goa,4
Sea View Resorts,7.9,Superb,65,Goa,4
Seven Tales,8.1,Fabulous,33,Goa,4
Whoopers Boutique Morjim,8.6,Fabulous,153,Goa,4
Vivaans Beach Resort,7.1,Fabulous,217,Goa,4
Hotel Bonanza,8.7,Fabulous,114,Goa,4
"Spazio Leisure Resort, Goa",8.8,Very good,149,Goa,4
De Mandarin Candolim Beach Goa,5.1,Good,268,Goa,4
Hotel RSA Residency,9.2,Review score,92,Goa,4
Mariners Bay Beach Resort,4.5,Fabulous,147,Goa,4
Coco Hostel Goa,7.7,Good,24,Goa,4
Saraya,7.9,Review score,67,Goa,4
SPARV Aulakhs Resort,9.0,Review score,190,Goa,4
"TATA Rio De Goa - Resort style apt,6 KM from Airport",6.1,Good,153,Goa,4
Monkey Mind Hostel,7.9,Good,22,Goa,4
Super OYO Collection O Peak Stay,8.8,Review score,92,Goa,4
Comfortable 1BHK Resort Aptmt with Pool at Candolim for 4 ppl,10.0,Fabulous,94,Goa,4
Vistara By The Beach Goa,7.3,Very good,170,Goa,4
Azaya Beach Resort Goa,7.8,Good,953,Goa,4
The Singing Tree,8.7,Good,117,Goa,4
Larisa Beach Resort,6.6,Good,567,Goa,4
Shikara Beach Resort,8.3,Good,272,Goa,4
Aloha Holiday Resort,7.8,Good,229,Goa,4
"SHANKAR by the SEA, 2 min from Mandrem Beach",9.0,Very good,82,Goa,4
"Golden Sands Resort, Morjim",7.0,Good,172,Goa,4
BunkNBrew,7.8,Review score,27,Goa,4
Sai Guru Guest House,7.2,Good,67,Goa,4
"4BHK villa with pool and terrace, 8 mins from beach",7.6,Fabulous,735,Goa,4
Sea View Resorts,7.7,Review score,65,Goa,4
Seven Tales,6.1,Good,33,Goa,4
Whoopers Boutique Morjim,7.0,Review score,153,Goa,4
Vivaans Beach Resort,8.0,Good,217,Goa,4
Hotel Bonanza,8.0,Good,114,Goa,4
"Spazio Leisure Resort, Goa",8.7,Very good,159,Goa,4
De Mandarin Candolim Beach Goa,8.2,Fabulous,268,Goa,4
Hotel RSA Residency,7.2,Good,92,Goa,4
Mariners Bay Beach Resort,7.5,Fabulous,147,Goa,4
Coco Hostel Goa,10.0,Fabulous,24,Goa,4
Saraya,7.3,Review score,67,Goa,4
SPARV Aulakhs Resort,7.8,Superb,190,Goa,4
Monkey Mind Hostel,8.7,Review score,22,Goa,4
DoubleTree by Hilton Hotel Goa - Arpora - Baga,6.6,Good,323,Goa,4
Blue rays,8.3,Good,87,Goa,4
Luxurious Beach Resort Agonda,9.0,Superb,173,Goa,4
Saxony Beach Huts,7.0,Review score,128,Goa,4
Palm Grove Cottages - Leisure Resort,7.8,Good,241,Goa,4
SPACELAND Mandrem,7.2,Fabulous,22,Goa,4
Eternal Wave Apartments by Daystar Ventures,7.6,Exceptional,549,Goa,4
Safe Home Stay,7.7,Good,72,Goa,4
"The Fern Kesarval Hotel & Spa, Verna Plateau - Goa",6.1,Good,246,Goa,4
Dia BNB,7.0,Fabulous,102,Goa,4
"Mandrem Beach Resort, a member of Radisson Individuals Retreat",8.0,Review score,578,Goa,4
juSTa Casa Frangipani Assagao Near Anjuna & Baga Beach,8.0,Very good,272,Goa,4
Aurum Resorts Morjim,8.7,Good,361,Goa,4
Hotel heaven by sky,8.2,Superb,87,Goa,4
paradise villa,7.2,Good,130,Goa,4
La La Land Resort Goa by Spicy Mango,7.5,Good,196,Goa,4
Easy Hostels,6.4,Good,35,Goa,4
Flavia Paradise Guest House,9.5,Good,154,Goa,4
Marron Sea View Resort,8.2,Good,312,Goa,4
Seaside Serenity Resort,7.6,Review score,33,Goa,4
Aquila Boutique Resort Agonda,1.0,Good,188,Goa,4
Casa Menezes - A Heritage Goan Homestay,9.0,Very good,288,Goa,4
Valletta Beachside,7.6,Very good,149,Goa,4
Hotel Raiyan Inn,8.0,Fabulous,85,Goa,4
Nalanda Retreat Goa,7.9,Very good,451,Goa,4
Valletta Beachside,8.1,Good,149,Goa,4
Hotel Raiyan Inn,7.4,Good,85,Goa,4
Nalanda Retreat Goa,8.3,Exceptional,451,Goa,4
Casa Salvador,9.0,Good,98,Goa,4
Aashiyaana holiday home,4.0,Good,193,Goa,4
"FabHotel Plaza Inn By Rio With Pool, Calangute Beach",7.5,Fabulous,189,Goa,4
Sydney X,6.1,Review score,63,Goa,4
Dolphin service apptment,6.9,Very good,81,Goa,4
"Hotel My Soulmate, Palolem Beach",5.5,Superb,157,Goa,4
Cupid's Heaven Beach Resort,7.4,Good,69,Goa,4
Whiteflower Resort Morjim,8.2,Good,117,Goa,4
HOTEL AVISHA Residency,8.6,Good,24,Goa,4
Boaty's Beach Cottages,7.0,Good,116,Goa,4
Shivam Bnb Mandrem Resort,8.8,Good,34,Goa,4
FabHotel Grand Royal Palms,9.1,Review score,122,Goa,4
FabExpress Royal Baga Residency,7.4,Good,106,Goa,4
FabExpress Royal Pride,6.8,Very good,117,Goa,4
Hotel Z Square Bicholim Goa,4.9,Very good,200,Goa,4
All Seasons Guest House I Rooms & Dorms,7.8,Fabulous,24,Goa,4
Amazing Hilltop 3BHK Villa with Swimming Pool,7.9,Very good,313,Goa,4
Grande Ave Maria Resort,9.0,Good,181,Goa,4
Comfrt 2 Bed-Calangute-Furnished,7.6,Good,135,Goa,4
"SortBy Stays, Anjuna",8.0,Review score,25,Goa,4
Goa Homeland 3 double bed Calangute,7.9,Exceptional,138,Goa,4
Ramada by Wyndham Goa Arpora,8.1,Very good,345,Goa,4
Dolphin service apptment,7.4,Good,81,Goa,4
"Hotel My Soulmate, Palolem Beach",8.3,Review score,157,Goa,4
Cupid's Heaven Beach Resort,9.0,Superb,69,Goa,4
Whiteflower Resort Morjim,4.0,Good,117,Goa,4
HOTEL AVISHA Residency,7.5,Very good,24,Goa,4
Boaty's Beach Cottages,6.1,Good,116,Goa,4
Shivam Bnb Mandrem Resort,6.9,Very good,36,Goa,4
FabHotel Grand Royal Palms,5.5,Good,122,Goa,4
FabExpress Royal Baga Residency,7.4,Very good,106,Goa,4
FabExpress Royal Pride,8.2,Superb,117,Goa,4
Hotel Z Square Bicholim Goa,8.6,Review score,200,Goa,4
All Seasons Guest House I Rooms & Dorms,7.0,Good,24,Goa,4
Amazing Hilltop 3BHK Villa with Swimming Pool,8.8,Review score,313,Goa,4
Grande Ave Maria Resort,9.1,Review score,181,Goa,4
Comfrt 2 Bed-Calangute-Furnished,7.4,Review score,135,Goa,4
"SortBy Stays, Anjuna",6.8,Good,26,Goa,4
Goa Homeland 3 double bed Calangute,4.9,Very good,138,Goa,4
Ramada by Wyndham Goa Arpora,7.8,Fabulous,345,Goa,4
"Thor Villa, 5BHK-Private Pool-Cook-Caretaker",7.9,Good,459,Goa,4
Saldanha Kyle Gardens,4.2,Fabulous,145,Goa,4
FabHotel Prime WS Beach Resort,8.6,Superb,278,Goa,4
Candolim Homestay 2bhk - Phase 1,9.7,Good,106,Goa,4
Hotel Sai Advika,8.0,Review score,82,Goa,4
Rkays four keys,8.5,Review score,91,Goa,4
Sheperds Deluxe Apartments Colva beach,8.5,Good,52,Goa,4
Hippie hostel or goamazing Hostel Anjuna,7.0,Good,18,Goa,4
The Sequeira Goa,6.6,Superb,63,Goa,4
Lotus Eco Beach Resort - Goa,8.1,Good,145,Goa,4
Frankies holiday inn,7.3,Very good,72,Goa,4
"HAKUNA MATATA - Best budget stay at Arambol Beach, Goa",9.5,Good,84,Goa,4
Baywatch Beach Resort patnem,8.6,Very good,120,Goa,4
Silva Heritage Resort Goa,7.6,Good,688,Goa,4
ZELOSENA inn,7.7,Very good,62,Goa,4
Silent Beach Resort,8.2,Superb,410,Goa,4
"Jia Candolim Goa-3bhk-Villa M4-pool-wifi-nrbeach,Candolim",7.8,Review score,482,Goa,4
Dreamcatcher House & Hostel at Arambol Beach,8.7,Good,39,Goa,4
"Lazy Lagoon, Baga A Lemon Tree Resort, Goa",6.2,Review score,279,Goa,4
Devasthali - The Valley of Gods,2.7,Review score,145,Goa,4
Baga Beach Exotica,8.3,Review score,120,Goa,4
O Pierre,8.7,Good,251,Goa,4
Signum Jamboree Creek Resort,7.6,Very good,173,Goa,4
Feliz Arambol,7.8,Fabulous,102,Goa,4
The Byke Old Anchor Beach Resort & Spa,7.6,Good,130,Goa,4
"The Mayfield Resort, Vagator",1.0,Fabulous,95,Goa,4
Palolem Inn,7.9,Superb,160,Goa,4
De Lavender Luxury sea view Guest Houses,7.8,Good,120,Goa,4
Kay's By The Sea,6.2,Review score,130,Goa,4
Tropical Wave Hostel Morjim,9.4,Review score,26,Goa,4
Le Seasons Resort,7.7,Good,319,Goa,4
Wellness Inn,7.0,Good,241,Goa,4
Sunshine Resort Calangute Goa,6.5,Review score,151,Goa,4
Casa Eternal Boutique Hotel - Calangute,7.9,Fabulous,159,Goa,4
Hotel City Comfort,7.8,Exceptional,76,Goa,4
Colonia Santa Maria,6.9,Very good,366,Goa,4
Super OYO Flagship Kams Coco De Parra,6.4,Very good,73,Goa,4
Salida del Sol Patnem,8.4,Very good,289,Goa,4
D'souza's Guest House,7.7,Good,108,Goa,4
Adamo The Bellus,9.2,Review score,227,Goa,4
FabHotel Prime The King's Court Calangute with Pool and Bar,6.4,Very good,161,Goa,4
Hotel Xec Residency,7.3,Good,104,Goa,4
The Nagoa Escap Home Stay,7.6,Exceptional,48,Goa,4
Quality Inn Ocean Palms Goa,9.0,Fabulous,482,Goa,4
Jungle by sturmfrei Palolem,9.2,Good,31,Goa,4
"Casa Happy Dervish, 2mins away from the beach",6.9,Good,214,Goa,4
HighRise Guest house,9.5,Very good,45,Goa,4
BSG Stay - Turtle Beach Morjim Goa,8.8,Good,121,Goa,4
Lemon Tree Hotel Candolim,7.2,Fabulous,259,Goa,4
Treehouse Blue Hotel & Serviced Apartments,8.1,Review score,214,Goa,4
The Baga Village-TBV,6.5,Review score,26,Goa,4
Ocean Crest Hotel,8.2,Very good,95,Goa,4
Luxury 3BHK Villa Near Candolim,6.9,Fabulous,487,Goa,4
Peace Garden Beach Resort,8.1,Good,260,Goa,4
Marquito's Guest House,8.1,Good,119,Goa,4
A's Holiday Beach Resort,8.3,Good,341,Goa,4
Stay Portu,8.5,Review score,228,Goa,4
The Tamarind Hotel Goa,6.9,Good,270,Goa,4
NO NAME GUESTHOUSE,8.5,Good,48,Goa,4
Villa By The Beach Goa,8.0,Review score,247,Goa,4
"FabExpress De Classio With Pool, Candolim",8.4,Superb,75,Goa,4
Itsy By Treebo - Vailankanni Natures Inn,6.7,Good,88,Goa,4
The Byke Royal Pearl Anjuna,9.0,Good,145,Goa,4
Casa Eternal Resort Mandrem,6.4,Review score,130,Goa,4
Page 3 hostel Anjuna,7.0,Good,18,Goa,4
Last Minute Trip Hostel Morjim,6.9,Good,26,Goa,4
Madeira Mansion Flat Rentals,4.4,Review score,231,Goa,4
FieldStone Mist 2 BHK AC Flat,8.0,Review score,101,Goa,4
One Light Stays - Morjim,8.0,Very good,101,Goa,4
Castello's Coco Huts,5.1,Good,65,Goa,4
Jack's place,7.7,Superb,52,Goa,4
Baga Beach Inn,7.8,Review score,84,Goa,4
Farmagudi Residency,7.5,Good,72,Goa,4
Acron Waterfront Resort,7.5,Good,369,Goa,4
Xaviers GuestHouse & Villa 3 BHK Colva Beach,8.4,Superb,82,Goa,4
Casa Aluizio,7.4,Superb,173,Goa,4
Cuba Morjim,7.5,Review score,134,Goa,4
J R high sky resort goa,8.0,Exceptional,184,Goa,4
Baga Beach Sunset,6.4,Fabulous,80,Goa,4
OYO Flagship 81061 Anjuna Holiday Home,4.7,Good,46,Goa,4
Brushwood Villa Resort,8.7,Very good,114,Goa,4
Cyprian guest house,8.4,Review score,99,Goa,4
Pele's Fisherman Beach Stay,7.5,Very good,216,Goa,4
Temple Garden Seaside Cottages,6.5,Review score,120,Goa,4
Blue Balloon,7.5,Very good,77,Goa,4
FabHotel 7 Eleven Resort,8.6,Exceptional 10,203,Goa,4
Woodpegger By The Beach,9.3,Very good,220,Goa,4
The Foothills - A Boutique Hotel,7.7,Very good,241,Goa,4
Resort Paloma De Goa,9.5,Very good,166,Goa,4
Hermitage Riviera,7.8,Review score,217,Goa,4
Collection O Olive Turtle,7.9,Very good,107,Goa,4
The goanvibes hostel and cafe,8.4,Very good,23,Goa,4
Mandrem Retreat Beach resort,5.0,Very good,113,Goa,4
Skylark Resort,6.2,Review score,152,Goa,4
"Aveeno Villas & Resort Calangute, Saligaon",6.9,Superb,72,Goa,4
Crystal Village,7.0,Good 7.3,267,Goa,4
idyllic inn calangute,9.3,Review score,53,Goa,4
Super OYO Flagship Triple Beach Guest House,9.0,Good,68,Goa,4
Villa Cleto Guest House,6.2,Review score,92,Goa,4
Wake park Goa,8.5,Review score,38,Goa,4
"HALF Hotel, Calangute",9.0,Very good,184,Goa,4
"Heritage Nirvana Villa - 4BHK, Goa",7.3,Very good,557,Goa,4
Sai Swastik Luxury Stay.,7.8,Review score,116,Goa,4
Goa Woodlands Hotel,7.7,Good,130,Goa,4
Dee Joy's Beach Place,8.5,Good,164,Goa,4
Fatima's Guesthouse,7.9,Good,69,Goa,4
Laid Back Waters,8.6,Good,572,Goa,4
"HALF Hotel, Calangute",9.7,Very good,184,Goa,4
"Heritage Nirvana Villa - 4BHK, Goa",8.0,Good,557,Goa,4
Sai Swastik Luxury Stay.,8.5,Good,116,Goa,4
Goa Woodlands Hotel,8.5,Very good,130,Goa,4
